name;title;author;chars;words;speech_acts
CHOR;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;30;6;1
CHOR DER SÃ„NGER;Die Königin von Saba;Mosenthal, Salomon Hermann von;30;6;1
CHOR DES VOLKES;Die Königin von Saba;Mosenthal, Salomon Hermann von;30;6;1
BEDIENTE;Halle;Arnim, Ludwig Achim von;30;6;1
ZWEITER HERR;Don Juan und Faust;Grabbe, Christian Dietrich;29;6;1
TIRUS;Der Rauchfangkehrer oder Die unentbehrlichen VerrÃ_ther ihrer Herrschaften aus Eigennutz;Auenbrugger, Johann Leopold von;29;5;1
STIMMEN;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;29;3;1
STIMME EINES SKLAVEN;Der Barbier von Bagdad;Cornelius, Peter;29;6;1
SKLAVE;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;29;5;1
HERR VON WACHSWEICH;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;29;5;1
ERSTER;Die Jungfrau von Orleans;Schiller, Friedrich;29;6;1
ERSTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;29;5;1
EINE BREITE STIMME;Hanna Jagert;Hartleben, Otto Erich;29;5;1
EIN BÃœRGER;Pfeffer-Rösel oder Die Frankfurter Messe im Jahre 1297;Birch-Pfeiffer, Charlotte;29;4;1
EINE MAGD;Maria Magdalene;Hebbel, Friedrich;29;4;1
EIN BEDIENTER;Freiheit in KrÃ_hwinkel;Nestroy, Johann;29;5;1
EINE STIMME;Der Rubin;Hebbel, Friedrich;29;6;1
DRITTER WÃ„CHTER;Ludwig der Bayer;Uhland, Ludwig;29;6;1
DIE MÃ„DCHEN;Das Liebeskonzil;Panizza, Oskar;29;6;1
DIE MUSIKANTEN;Der Rosenkavalier;Hofmannsthal, Hugo von;29;5;1
DIE MÃ„DCHEN;Gaukler, Tod und Juwelier;Hauptmann, Carl;29;4;1
DER ZWEITE DRUIDE;Hermanns Schlacht;Klopstock, Friedrich Gottlieb;29;6;1
DER ERSTE VETTER;Die Hermannsschlacht;Kleist, Heinrich von;29;6;1
BRAUTMUTTER;Ãœberteufel;Essig, Hermann;29;6;1
ALLE MÃ„DCHEN;Nero;Panizza, Oskar;29;3;1
ZWEITER HENKER;Dantons Tod;Büchner, Georg;28;5;1
ZAUBERSCHWESTERN;Die gefesselte Phantasie;Raimund, Ferdinand;28;5;2
VIERTER KNECHT;Der Zerrissene;Nestroy, Johann;28;4;1
SPANDAUER RATMANNE;Die Quitzows;Wildenbruch, Ernst von;28;5;1
KAUFLEUTE;Hahnenkampf;Lautensack, Heinrich;28;4;1
EINIGE MÃ„DCHEN;Ephraims Breite;Hauptmann, Carl;28;5;1
EINE STIMME;Odysseus;Sorge, Reinhard Johannes;28;4;2
EINIGE STUDENTEN;Faust;Avenarius, Ferdinand;28;4;1
EIN KNABE;Medea;Gotter, Friedrich Wilhelm;28;6;1
EIN ANDERES JUNGES MÃ„DCHEN;Die Hermannsschlacht;Kleist, Heinrich von;28;6;1
EINE FRAU;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;28;4;1
EIN GAST;Der Verschwender;Raimund, Ferdinand;28;6;1
EINIGE TECTOSAGEN;Der Sohn der Wildnis;Halm, Friedrich;28;5;2
DRITTER ZIGEUNER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;28;6;1
DRITTER HANDLANGER;Datterich;Niebergall, Ernst Elias;28;5;1
DRITTER KNECHT;Der Zerrissene;Nestroy, Johann;28;6;1
DIE FLASCHEN;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;28;6;1
DIE FÃœNFTE AMAZONE;Penthesilea;Kleist, Heinrich von;28;6;2
DIE MENGE;Halle;Arnim, Ludwig Achim von;28;8;1
ANFÃœHRER DER SOLDATEN;Die Jungfrau von Orleans;Schiller, Friedrich;28;6;1
ANDRE WEIBER;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;28;6;1
TISCHLER;Das MÃ_dchen aus der Feenwelt oder Der Bauer als MillionÃ_r;Raimund, Ferdinand;27;4;1
STIMMEN;Das Salzburger groÃŸe Welttheater;Hofmannsthal, Hugo von;27;6;1
RUFE;Weltgericht;Bleibtreu, Karl;27;5;2
RUFE (2.2);Der Bettler von Syrakus;Sudermann, Hermann;27;5;1
RUF;Faust;Avenarius, Ferdinand;27;5;2
RATMANNEN;Die Quitzows;Wildenbruch, Ernst von;27;6;1
RATHENOWER RATMANNE;Die Quitzows;Wildenbruch, Ernst von;27;5;1
NEUN WEITERE MANNEN;GötterdÃ_mmerung;Wagner, Richard;27;6;1
MEHRERE DEPUTIERTE;Das Gericht von St. Petersburg;Immermann, Karl;27;7;1
GESCHREI IM LAGER;Die MakkabÃ_er;Ludwig, Otto;27;4;1
GEMURMEL;Der Bettler von Syrakus;Sudermann, Hermann;27;6;1
FRAUENCHOR;Turandot;Busoni, Ferruccio;27;6;2
FRAU VON STEINFELS;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;27;5;1
ERSTER ZIGEUNER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;27;7;1
ERSTER DIENER;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;27;4;1
ERSTER LIEFERANT;Mein Leopold;L'Arronge, Adolph;27;6;1
EIN TEIL DER GESELLSCHAFT;Heimg'funden;Anzengruber, Ludwig;27;4;1
EIN ALTER DIENER;Elektra;Hofmannsthal, Hugo von;27;7;2
EINE GANZ HOHE, SCHRILLE STIMME;Das Bergwerk;Kaltneker, Hans;27;6;1
EIN HOFMANN;Der gestiefelte Kater;Tieck, Ludwig;27;5;1
EINE ANDERE FÃœRSTIN;Penthesilea;Kleist, Heinrich von;27;5;1
EIN DRITTER;Die Bürger in Wien;BÃ_uerle, Adolf;27;5;1
EIN ANDERES MÃ„DCHEN;Faust;VoÃŸ, Julius von;27;5;1
EIN ANKOMMENDER ADJUTANT;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;27;5;1
EIN ALTER MANN;Hannibal;Grabbe, Christian Dietrich;27;6;1
DIE BERLINER;Die Quitzows;Wildenbruch, Ernst von;27;8;1
DIE MÃ„NNER;Der Eheteufel auf Reisen;Gleich, Joseph Alois;27;6;2
DER HEROLD;Ã–dipus und die Sphinx;Hofmannsthal, Hugo von;27;5;1
DAS MÃ„DEL;Faust;Avenarius, Ferdinand;27;6;2
BEDIENTER;Das Urbild des Tartüffe;Gutzkow, Karl;27;5;1
ANDERE JÃ„GER;Der Freischütz;Kind, Johann Friedrich;27;6;1
ANDERE;Ein Bruderzwist in Habsburg;Grillparzer, Franz;27;6;1
ALLE WEIBER;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;27;5;1
VIELE STIMMEN;Hanna Jagert;Hartleben, Otto Erich;26;4;1
VERWUNDETE FINNEN;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;26;5;1
PÃ–BEL;Ãœberteufel;Essig, Hermann;26;3;1
PHILO;Herodes und Mariamne;Hebbel, Friedrich;26;7;4
PFÃ–RTNER;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;26;4;1
MEHRERE WEIBER;Die Kreuzelschreiber;Anzengruber, Ludwig;26;6;1
Judas Gefolge;Die MakkabÃ_er;Ludwig, Otto;26;5;1
GESCHREI DER VERWUNDETEN;Die Gründung Prags;Brentano, Clemens;26;5;1
EINIGE ANDERE;Ephraims Breite;Hauptmann, Carl;26;3;1
EINIGE BURSCHEN;Ephraims Breite;Hauptmann, Carl;26;4;1
EINE STIMME;Der Moloch;GerhÃ_user, Emil;26;5;1
EINER VON DEN BURSCHEN;Magdalena;Thoma, Ludwig;26;7;1
EINE ANDERE MASKE;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;26;5;1
EIN SOLDAT;Trauerspiel in Sizilien;Hebbel, Friedrich;26;7;1
DIE Ã–STERREICHER;Ludwig der Bayer;Uhland, Ludwig;26;5;1
DIE BEGLEITERIN;Ludwig der Bayer;Uhland, Ludwig;26;4;2
DIE ANWESENDEN KRIEGER;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;26;4;1
DER STERBENDE;Das Bergwerk;Kaltneker, Hans;26;4;1
DER WEIN;Prinz Zerbino oder die Reise nach dem guten Geschmack;Tieck, Ludwig;26;5;1
CLAUDIO;Die verkehrte Welt;Tieck, Ludwig;26;4;2
APRAXIN;Anna Iwanowna;Ertler, Bruno;26;3;1
ANDRE 4.4;Das Gericht von St. Petersburg;Immermann, Karl;26;4;1
ALLE GÃ„STE;Ãœberteufel;Essig, Hermann;26;5;3
VON DER STRASSE HERAUF;Ein treuer Diener seines Herrn;Grillparzer, Franz;25;3;1
STIMMEN VON AUSSEN;Der Rosenkavalier;Hofmannsthal, Hugo von;25;4;1
SOLDATEN;Der Dorfjahrmarkt;Gotter, Friedrich Wilhelm;25;6;1
PEDRILLO;Anna Iwanowna;Ertler, Bruno;25;5;1
OBRISTER;Doktor Faust;Soden, Julius von;25;4;1
MATROSEN;Hannibal;Grabbe, Christian Dietrich;25;3;1
ERSTER KNAPPE;Die Teufelsmühle am Wienerberg;Hensler, Karl Friedrich;25;5;1
EIN CHAPEAU;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;25;5;1
EIN BEDIENTER;Julius von Tarent;Leisewitz, Johann Anton;25;5;1
EINE DRITTE PRIESTERIN;Penthesilea;Kleist, Heinrich von;25;5;1
EINER 1.18;Halle;Arnim, Ludwig Achim von;25;7;1
EINIGE RITTER;Almansor;Heine, Heinrich;25;5;1
EIN ANDERER MANN;Die Hermannsschlacht;Kleist, Heinrich von;25;5;2
DIE AUFGEREGTEN LEUTE;Die Welt geht unter!;Scheerbart, Paul;25;5;1
DIE FRAU PASTORIN;Die armseligen Besenbinder;Hauptmann, Carl;25;4;1
DIE VIERFÃœSSIGEN;Der gestiefelte Kater;Tieck, Ludwig;25;5;1
DIE GENIEN;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;25;5;1
DIE GENIEN;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;25;4;1
DER TRABANT;Die Hermannsschlacht;Kleist, Heinrich von;25;4;1
DER OSTPREUSSISCHE FELDWEBEL;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;25;5;1
ANDRE;Die JÃ_ger;Iffland, August Wilhelm;25;5;1
ZWEITER DIENER;Martha oder Der Markt zu Richmond;Riese, Friedrich Wilhelm;24;4;1
VOLKSHAUFE;Gracchus der Volkstribun;Wilbrandt, Adolf von;24;4;1
STIMME DES HORNES;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;24;5;1
STIMME DES STABES;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;24;4;1
STIMMEN VON AUSSEN;Die lustigen Weiber von Windsor;Mosenthal, Salomon Hermann von;24;4;1
KLATSCH;Der vornehme RÃ_uberhauptmann;Scheerbart, Paul;24;4;1
KELLNER;Zum grossen Wurstel;Schnitzler, Arthur;24;3;1
GESCHREI;Ein treuer Diener seines Herrn;Grillparzer, Franz;24;3;1
EIN DICHTER;Der vornehme RÃ_uberhauptmann;Scheerbart, Paul;24;4;1
EIN MÃ„DEL;Faust;Avenarius, Ferdinand;24;5;1
EINE DRITTE STIMME;Die Hermannsschlacht;Kleist, Heinrich von;24;4;1
DIE SCHIFFSLEUTE;Der Trompeter von SÃ_kkingen;Bunge, Rudolf;24;4;1
DIE HOFDAMEN;Prinz Friedrich von Homburg;Kleist, Heinrich von;24;6;1
DIE BAUERNBURSCHE;Der Talisman;Nestroy, Johann;24;5;1
CHOR DER APOSTEL;Das Liebeskonzil;Panizza, Oskar;24;4;1
BITTSTELLER;Die Jüdin von Toledo;Grillparzer, Franz;24;4;1
BEDIENTER;Das Manuscript;WeiÃŸenthurn, Johanna von;24;4;3
AUSSEN;König Ottokars Glück und Ende;Grillparzer, Franz;24;5;1
AMAZILLI;Der Diamant des Geisterkönigs;Raimund, Ferdinand;24;3;1
ACHT MANNEN;GötterdÃ_mmerung;Wagner, Richard;24;5;1
ZWEITER KÃœRASSIER;Wallensteins Tod;Schiller, Friedrich;23;4;1
ZWEITER LANDSKNECHT;Franz von Sickingen;Lassalle, Ferdinand;23;5;1
VIELE STIMMEN IM HINTERGRUND;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;23;5;1
SEKRETÃ„R;Das Gericht von St. Petersburg;Immermann, Karl;23;3;1
SCHWABE;Die Quitzows;Wildenbruch, Ernst von;23;6;1
SCHILDWACHE;Die Jungfrau von Orleans;Schiller, Friedrich;23;3;1
OTTO;Das Nachtlager von Granada;Braun von Braunthal, Karl Johann;23;4;1
KAMMERFRAU;Wallensteins Tod;Schiller, Friedrich;23;3;1
EIN BÃœRGER;Der Meister von Palmyra;Wilbrandt, Adolf von;23;3;1
EIN ZWEITER SCHERGE;Das Spiel von Doktor Faust;Ertler, Bruno;23;4;2
EINER AUS DEM VOLKE;Halle;Arnim, Ludwig Achim von;23;4;1
EINIGE STIMMEN;Faust;VoÃŸ, Julius von;23;4;1
EINE ANDERE ORDONNANZ;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;23;4;1
EIN ENGLISCHER JÃ„GER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;23;4;1
EINER DER GARDEHOBOISTEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;23;7;1
DRITTER BEDIENTER;Leonce und Lena;Büchner, Georg;23;4;1
DIE KAPLANE;Michel Michael;Dehmel, Richard Fedor Leopold;23;3;2
DIE LAKAIEN;Der Rosenkavalier;Hofmannsthal, Hugo von;23;4;1
DIE NONNE;Faust;VoÃŸ, Julius von;23;4;2
DER ZWEITE SKLAVE;Der Bettler von Syrakus;Sudermann, Hermann;23;4;1
BURSCHE UND MÃ„DCHEN;Der Herrgottschnitzer von Ammergau;Ganghofer, Ludwig;23;4;1
ANDRE STUDENTEN;Faust;Avenarius, Ferdinand;23;5;1
ZWEITER ZIGEUNER;Götz von Berlichingen mit der eisernen Hand;Goethe, Johann Wolfgang von;22;3;1
SCHWARZ;Die Meistersinger von Nürnberg;Wagner, Richard;22;3;1
FRANKFURTER RATMANNE;Die Quitzows;Wildenbruch, Ernst von;22;4;1
FRAU KRETSCHMER;Ephraims Breite;Hauptmann, Carl;22;5;1
FRAU VON WACHSWEICH;Zu ebener Erde und erster Stock oder Die Launen des Glückes;Nestroy, Johann;22;5;1
ERSTER BEDIENTER;Prinz Friedrich von Homburg;Kleist, Heinrich von;22;3;1
ELIA;Die MakkabÃ_er;Ludwig, Otto;22;3;1
EINE DAME;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;22;5;1
EIN DICKER KERL;Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi;Lenz, Jakob Michael Reinhold;22;4;1
EIN BÃœRGER;Die Bürger in Wien;BÃ_uerle, Adolf;22;4;2
EIN ANDERER;Die Bürger in Wien;BÃ_uerle, Adolf;22;5;1
EIN LEHRBUBE;Die Meistersinger von Nürnberg;Wagner, Richard;22;5;2
DRITTER DIENENDER GEIST;Die Frau ohne Schatten;Hofmannsthal, Hugo von;22;4;1
DIE VÃ–GEL;Der gestiefelte Kater;Tieck, Ludwig;22;6;1
DIE GRANITKOLONNE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;22;6;1
DER KARTHAGISCHE DIENER;Der Bettler von Syrakus;Sudermann, Hermann;22;4;1
CHOR DER PRIESTER UND CHORKNABEN;König Manfred;Roeber, Friedrich;22;3;1
BIÃ–RNELANDS HEERHAUFE;König Yngurd;Müllner, Adolph;22;4;1
ACHTE MASKE;Richard Savage oder Der Sohn einer Mutter;Gutzkow, Karl;22;1;1
ZWEITER WÃ„CHTER;Ludwig der Bayer;Uhland, Ludwig;21;4;1
ZWEITER CHOR;Alfonso und Estrella;Schober, Franz von;21;3;2
WEIBER;Der Frauenmut;Essig, Hermann;21;4;1
STIMME DER SCHÃ„RPE;Der Barometermacher auf der Zauberinsel;Raimund, Ferdinand;21;4;1
MÃ„DCHEN;Der Freischütz;Kind, Johann Friedrich;21;1;1
MARCELLUS;Julius von Tarent;Leisewitz, Johann Anton;21;4;1
HAUSHOFMEISTER;Der Vampyr;Wohlbrück, Wilhelm August;21;4;1
GREIS;Die MakkabÃ_er;Ludwig, Otto;21;5;2
GERALDIN;Wallensteins Tod;Schiller, Friedrich;21;4;1
EIN SKLAVE;Nathan der Weise;Lessing, Gotthold Ephraim;21;5;1
EINER;Johann, Herzog von Finnland;WeiÃŸenthurn, Johanna von;21;4;1
EINZELNE STIMMEN;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;21;6;1
EIN SOLDAT;Hannibal;Grabbe, Christian Dietrich;21;3;1
EINIGE;Agnes Bernauer;Hebbel, Friedrich;21;6;1
DRITTE ORDONNANZ;Colberg;Heyse, Paul;21;3;1
DIE ACHTE AMAZONE;Penthesilea;Kleist, Heinrich von;21;4;1
DIE SCHIFFSBÃ„CKER;Der Held des Nordens;FouquÃ©, Friedrich de la Motte;21;5;1
DIE FRAU;Prinz Friedrich von Homburg;Kleist, Heinrich von;21;4;1
DIE OFFIZIERE DER GARDE;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;21;3;1
DARDOS;Der Rauchfangkehrer oder Die unentbehrlichen VerrÃ_ther ihrer Herrschaften aus Eigennutz;Auenbrugger, Johann Leopold von;21;3;1
ALLE BÃœRGER;Die Quitzows;Wildenbruch, Ernst von;21;4;2
ADELHART;Die Hermannsschlacht;Kleist, Heinrich von;21;4;2
ZWEITER SCHREIBER;Heimg'funden;Anzengruber, Ludwig;20;3;1
WACHEN;Agnes Bernauerin;Törring, Josef August von;20;3;1
VIELE RITTER;Agnes Bernauerin;Törring, Josef August von;20;3;2
VIELE;Ponce de Leon;Brentano, Clemens;20;6;1
STIMME DES DIENERS;Liebelei;Schnitzler, Arthur;20;4;1
STIMMEN;Der Paria;Beer, Michael;20;3;2
LANSAC;Der grüne Kakadu;Schnitzler, Arthur;20;5;1
KURIER;Der Kreidekreis;Klabund;20;3;1
FLÃœCHTIGE;Herzog Theodor von Gothland;Grabbe, Christian Dietrich;20;4;1
ERSTER SCHREIBER;Heimg'funden;Anzengruber, Ludwig;20;3;1
EIN ZWEITER (4.2);Der Bettler von Syrakus;Sudermann, Hermann;20;3;1
EINER_2;Das Bergwerk;Kaltneker, Hans;20;3;1
EIN KRIEGER;Hannibal;Grabbe, Christian Dietrich;20;4;1
DRITTE MUTTER;Der Tod Adams;Klopstock, Friedrich Gottlieb;20;4;1
DRAUSSEN;Das Incognito oder Die mehreren Könige oder Alt und Neu;Eichendorff, Joseph von;20;2;2
DIE ZUHÃ–RER;Die Fahnenweihe;Ruederer, Josef;20;3;1
DIE MÃ„NNER;Clavigo;Goethe, Johann Wolfgang von;20;2;1
DER VIERTE SKLAVE;Der Bettler von Syrakus;Sudermann, Hermann;20;4;1
DER BÃœTTEL;Der zerbrochene Krug;Kleist, Heinrich von;20;5;1
BEDIENTER;Der Hofmeister oder Vorteile der Privaterziehung;Lenz, Jakob Michael Reinhold;20;3;1
ALTER MANN;Wilhelm Tell;Schiller, Friedrich;20;4;1
ZWEITER KNECHT;Der Zerrissene;Nestroy, Johann;19;3;1
WIEDER EIN GARDIST;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;19;4;1
VOLK;Wilhelm Tell;Schiller, Friedrich;19;3;1
VOLLENDETERE FRAUENGEISTER;Faust;Vischer, Friedrich Theodor;19;3;1
UNTERIRDISCHE STIMMEN;Faust;VoÃŸ, Julius von;19;5;2
TAMBOUR;Der alte Bürger-Capitain oder Die Entführung;MalÃŸ, Karl;19;3;1
STIER VON URI;Wilhelm Tell;Schiller, Friedrich;19;4;1
STIMMEN (Vorspiel);Demetrius;Hebbel, Friedrich;19;2;1
PFLANZER;Die Schwestern St. Janvier;WeiÃŸenthurn, Johanna von;19;5;1
NOCH ANDERE STIMMEN;König Yngurd;Müllner, Adolph;19;4;1
MÃ„NNER UND FRAUEN;Die Quitzows;Wildenbruch, Ernst von;19;4;1
MÃ„DCHEN;Der Diamant des Geisterkönigs;Raimund, Ferdinand;19;3;1
MARSCHAL;Halle;Arnim, Ludwig Achim von;19;3;1
KINDER;Wilhelm Tell;Schiller, Friedrich;19;2;1
KANZLER;Doktor Faust;Soden, Julius von;19;3;1
HERMINE;Die Fledermaus;Haffner, Carl;19;4;1
HANDWERKSBURSCH;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;19;3;2
ERSTER BAUER;Die Walpurgisnacht;Birch-Pfeiffer, Charlotte;19;4;1
EINE ANDERE STIMME;König Yngurd;Müllner, Adolph;19;3;1
EIN JUNGES MÃ„DCHEN;Die Hermannsschlacht;Kleist, Heinrich von;19;3;1
EINIGE;Das Gericht von St. Petersburg;Immermann, Karl;19;3;1
EIN ALS KARTHAGISCHER KRIEGER VERKLEIDETER RÃ–MER;Hannibal;Grabbe, Christian Dietrich;19;4;1
DIE VORAUSEILENDEN ENGEL;Das Liebeskonzil;Panizza, Oskar;19;4;1
DER DRITTE SKLAVE;Der Bettler von Syrakus;Sudermann, Hermann;19;5;1
DAS FRAUENZIMMER;Doctor Johannes Faust;Simrock, Karl;19;2;1
BRILLANTINE;Der böse Geist Lumpazivagabundus oder Das liederliche Kleeblatt;Nestroy, Johann;19;2;1
BEDIENTE;Der GroÃŸkophta;Goethe, Johann Wolfgang von;19;4;1
ALTES WEIB;Doctor Johannes Faust;Simrock, Karl;19;2;1
ALLE ANWESENDEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;19;4;1
ZWEITER KNECHT;Weh dem, der lügt!;Grillparzer, Franz;18;4;2
VIERTER PORTIER;Im weiÃŸen RöÃŸl;Blumenthal, Oskar;18;6;1
VIER BEWAFFNETE;Der Barbier von Bagdad;Cornelius, Peter;18;3;1
STIMME AUS DEM HAUFEN;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;18;4;1
MÃ„NNERCHOR;Turandot;Busoni, Ferruccio;18;4;1
HERR;Das weite Land;Schnitzler, Arthur;18;3;1
ERSTER PRIESTER;Die Zauberflöte;Schikaneder, Johann Emanuel;18;3;1
EINE STIMME;Musik;Hauptmann, Carl;18;2;2
EIN ZWEITER VON DEN GRANDEN;Don Carlos, Infant von Spanien;Schiller, Friedrich;18;3;1
EIN KELLNER;Der Diamant des Geisterkönigs;Raimund, Ferdinand;18;3;1
EIN SÃ–LDNER;Franz von Sickingen;Lassalle, Ferdinand;18;4;1
DER CHOR;Die Frau ohne Schatten;Hofmannsthal, Hugo von;18;3;1
DER GEISTLICHE;Die Opferung;Kaltneker, Hans;18;4;1
DAMEN DER KÃ–NIGIN;Struensee;Beer, Michael;18;5;2
ANDRE STIMMEN;MaikÃ_fer-Komödie;Widmann, Joseph Viktor;18;4;1
ALLE BRÃœDER;Die Gewaltlosen;Rubiner, Ludwig;18;4;1
ZWEITER GREIF;Faust. Der Tragödie zweiter Teil;Goethe, Johann Wolfgang von;17;4;1
ZWEITES MÃ„DCHEN;Der Wildschütz oder Die Stimme der Natur;Kotzebue, August von;17;3;1
VIER WEITERE;GötterdÃ_mmerung;Wagner, Richard;17;4;1
TISIPHONE;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;17;3;1
STIMMEN;Demetrius;Hebbel, Friedrich;17;4;1
REINHOLD;Frühlings Erwachen;Wedekind, Frank;17;3;1
PAUL;Der Witzling;Gottsched, Luise Adelgunde Victorie;17;3;1
MITTLERE HÃ–HE;Parsifal;Wagner, Richard;17;3;1
MEHRERE STIMMEN;Genoveva;Hebbel, Friedrich;17;4;1
GEMURMEL;König Ottokars Glück und Ende;Grillparzer, Franz;17;2;1
EINE ANDERE STIMME;Der Turm;Hofmannsthal, Hugo von;17;4;1
EIN RITTER;Das KÃ_thchen von Heilbronn oder die Feuerprobe;Kleist, Heinrich von;17;3;1
EINE STIMME;Der alte Bürger-Capitain oder Die Entführung;MalÃŸ, Karl;17;2;1
EIN FÃœRST;Die Hermannsschlacht;Kleist, Heinrich von;17;2;1
DIENER;Die Schule des Armen oder Zwei Millionen;Kaiser, Friedrich;17;3;1
DER BAUER;Prinz Friedrich von Homburg;Kleist, Heinrich von;17;4;1
BRAMINE;Der Paria;Beer, Michael;17;4;1
BEDIENTER;Graf Waldemar;Freytag, Gustav;17;3;1
BALAKYREW;Anna Iwanowna;Ertler, Bruno;17;3;1
AUS DER FERNE;Faust;Braun von Braunthal, Karl Johann;17;3;1
AUS DER HÃ–CHSTEN HÃ–HE;Parsifal;Wagner, Richard;17;3;1
ANDRE HANDWERKSBURSCHEN;Faust. Der Tragödie erster Teil;Goethe, Johann Wolfgang;17;4;3
ZWEITER MAGISTRATSBEAMTER;Die Wurzeln der Wohlhabenheit;Scheerbart, Paul;16;4;1
ZWEITER ARKEBUSIER;Wallensteins Lager;Schiller, Friedrich;16;3;1
SUNIM;Der Tod Adams;Klopstock, Friedrich Gottlieb;16;4;1
STIMMEN;Alkestis;Hofmannsthal, Hugo von;16;4;1
RUPPINER RATMANNE;Die Quitzows;Wildenbruch, Ernst von;16;3;1
ROH;Das Haus der Temperamente;Nestroy, Johann;16;3;1
OBERST HENNINGS;Prinz Friedrich von Homburg;Kleist, Heinrich von;16;3;2
NEBENSTEHENDE KAMERADEN;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;16;3;1
MEHRERE AMAZONEN;Penthesilea;Kleist, Heinrich von;16;2;1
MAN RUFT VON INNEN;Sappho;Grillparzer, Franz;16;2;2
KATTWALDS SCHAFFER;Weh dem, der lügt!;Grillparzer, Franz;16;4;1
HINTER DER SZENE;Ein Bruderzwist in Habsburg;Grillparzer, Franz;16;4;1
GUSTELCHEN;Faust;Vischer, Friedrich Theodor;16;3;1
GEJAMMER;Die unheilbringende Zauberkrone oder König ohne Reich, Held ohne Mut, Schönheit ohne Jugend;Raimund, Ferdinand;16;4;1
ES STÃœRZT EINER HEREIN;König Ottokars Glück und Ende;Grillparzer, Franz;16;4;1
ERSTER LEHRBUBE;Die Meistersinger von Nürnberg;Wagner, Richard;16;3;1
ENGLISCHER FAHNENTRÃ„GER;Napoleon oder Die hundert Tage;Grabbe, Christian Dietrich;16;3;1
EIN DRITTER AUS DEM VOLKE;Der Bettler von Syrakus;Sudermann, Hermann;16;4;1
EINER (1.3);Faust;Avenarius, Ferdinand;16;3;1
EINIGE;Die JÃ_ger;Iffland, August Wilhelm;16;3;1
EINE ANDERE JUNGFRAU;Penthesilea;Kleist, Heinrich von;16;2;1
EIN VIERTER BOJAR;Die Bojaren;Immermann, Karl;16;4;1
EIN BAUER;Franz von Sickingen;Lassalle, Ferdinand;16;4;1
EINIGE;Ein Bruderzwist in Habsburg;Grillparzer, Franz;16;3;1
DRITTER DIENER;Der letzte Held von Marienburg;Eichendorff, Joseph von;16;3;1
DIE BÃ–HMEN;König Ottokars Glück und Ende;Grillparzer, Franz;16;4;1
DER BUB UNTERM BETT;Der Alpenkönig und der Menschenfeind;Raimund, Ferdinand;16;3;1
BLUMENMÃ„DCHEN;Pension Schöller;Laufs, Carl;16;3;2
STIMME VON DRAUSSEN;Dies irae;Wildgans, Anton;15;2;2
SCHANDE;Der lustige Fritz oder Schlafe, TrÃ_ume, stehe auf, kleide dich an und bessre dich!;Meisl, Karl;15;4;1
